SiteName,Urban,PlotID,species,age,count,morph
McIver,rural,26,AB,s,0,con
Sandy,rural,26,AB,s,0,con
Barlow,rural,27,AB,s,0,con
Tryon,urban,27,AB,s,0,con
Oxbow,rural,28,AB,s,0,con
Tryon,urban,28,AB,s,0,con
Lacamas,urban,29,AB,s,0,con
Oxbow,rural,29,AB,s,0,con
Tryon,urban,29,AB,s,0,con
Barlow,rural,30,AB,s,0,con
ForestPark,urban,30,AB,s,0,con
Riverview,urban,30,AB,s,1,con
Tryon,urban,30,AB,s,0,con
Marquam,urban,31,AB,s,0,con
McIver,rural,31,AB,s,0,con
Tryon,urban,31,AB,s,0,con
Marquam,urban,32,AB,s,0,con
Oxbow,rural,32,AB,s,0,con
Lacamas,urban,35,AB,s,0,con
Marquam,urban,35,AB,s,0,con
Oxbow,rural,35,AB,s,0,con
Wildwood,rural,35,AB,s,0,con
ForestPark,urban,36,AB,s,0,con
Tryon,urban,36,AB,s,0,con
Wildwood,rural,37,AB,s,0,con
Oxbow,rural,38,AB,s,0,con
Lacamas,urban,39,AB,s,0,con
ForestPark,urban,40,AB,s,0,con
Oxbow,rural,40,AB,s,0,con
Tryon,urban,40,AB,s,0,con
Wildwood,rural,40,AB,s,0,con
McIver,rural,41,AB,s,0,con
Lacamas,urban,43,AB,s,0,con
Oxbow,rural,43,AB,s,0,con
ForestPark,urban,45,AB,s,0,con
Oxbow,rural,45,AB,s,0,con
Oxbow,rural,46,AB,s,0,con
Lacamas,urban,47,AB,s,0,con
Marquam,urban,47,AB,s,0,con
Oxbow,rural,47,AB,s,0,con
Marquam,urban,48,AB,s,0,con
Oxbow,rural,48,AB,s,0,con
Sandy,rural,48,AB,s,0,con
ForestPark,urban,49,AB,s,0,con
Lacamas,urban,50,AB,s,0,con
Marquam,urban,50,AB,s,0,con
McIver,rural,51,AB,s,0,con
Sandy,rural,53,AB,s,0,con
McIver,rural,56,AB,s,0,con
McIver,rural,57,AB,s,0,con
McIver,rural,61,AB,s,0,con
Wildwood,rural,61,AB,s,0,con
McIver,rural,63,AB,s,0,con
Wildwood,rural,67,AB,s,0,con
Wildwood,rural,69,AB,s,0,con
Wildwood,rural,74,AB,s,0,con
McIver,rural,75,AB,s,0,con
Sandy,rural,80,AB,s,0,con
Sandy,rural,82,AB,s,0,con
Sandy,rural,83,AB,s,0,con
Wildwood,rural,83,AB,s,0,con
Wildwood,rural,87,AB,s,0,con
Wildwood,rural,88,AB,s,0,con
Sandy,rural,95,AB,s,0,con
Sandy,rural,111,AB,s,0,con
Sandy,rural,122,AB,s,0,con
Sandy,rural,128,AB,s,0,con
Sandy,rural,136,AB,s,0,con
Sandy,rural,141,AB,s,0,con
Sandy,rural,159,AB,s,0,con
Sandy,rural,176,AB,s,0,con
Sandy,rural,181,AB,s,0,con
Barlow,rural,1,TABR,s,0,con
Marquam,urban,1,TABR,s,0,con
Tryon,urban,1,TABR,s,0,con
Wildwood,rural,1,TABR,s,0,con
Barlow,rural,2,TABR,s,0,con
Riverview,urban,2,TABR,s,0,con
Barlow,rural,3,TABR,s,0,con
ForestPark,urban,3,TABR,s,0,con
McIver,rural,3,TABR,s,0,con
Wildwood,rural,3,TABR,s,0,con
Barlow,rural,4,TABR,s,0,con
Marquam,urban,4,TABR,s,0,con
Riverview,urban,4,TABR,s,0,con
Riverview,urban,4,TABR,s,0,con
Marquam,urban,5,TABR,s,0,con
McIver,rural,5,TABR,s,0,con
Riverview,urban,5,TABR,s,0,con
Marquam,urban,6,TABR,s,0,con
Riverview,urban,6,TABR,s,0,con
Barlow,rural,7,TABR,s,0,con
Lacamas,urban,7,TABR,s,0,con
Riverview,urban,7,TABR,s,0,con
ForestPark,urban,8,TABR,s,0,con
Lacamas,urban,8,TABR,s,0,con
Tryon,urban,8,TABR,s,0,con
Barlow,rural,10,TABR,s,0,con
Lacamas,urban,10,TABR,s,0,con
Marquam,urban,10,TABR,s,0,con
Oxbow,rural,10,TABR,s,0,con
Oxbow,rural,11,TABR,s,0,con
Barlow,rural,11,TABR,s,0,con
ForestPark,urban,11,TABR,s,0,con
Marquam,urban,11,TABR,s,0,con
Riverview,urban,11,TABR,s,0,con
ForestPark,urban,12,TABR,s,0,con
Lacamas,urban,12,TABR,s,0,con
McIver,rural,12,TABR,s,0,con
Oxbow,rural,12,TABR,s,0,con
Barlow,rural,13,TABR,s,0,con
ForestPark,urban,13,TABR,s,0,con
Lacamas,urban,13,TABR,s,0,con
Tryon,urban,13,TABR,s,0,con
Barlow,rural,14,TABR,s,0,con
ForestPark,urban,14,TABR,s,0,con
Lacamas,urban,14,TABR,s,0,con
Marquam,urban,14,TABR,s,0,con
ForestPark,urban,15,TABR,s,0,con
ForestPark,urban,15,TABR,s,0,con
McIver,rural,15,TABR,s,0,con
Riverview,urban,15,TABR,s,0,con
Tryon,urban,15,TABR,s,0,con
Barlow,rural,16,TABR,s,0,con
Tryon,urban,16,TABR,s,0,con
Lacamas,urban,17,TABR,s,0,con
McIver,rural,18,TABR,s,0,con
Oxbow,rural,18,TABR,s,0,con
Riverview,urban,18,TABR,s,0,con
Tryon,urban,18,TABR,s,0,con
Wildwood,rural,18,TABR,s,0,con
ForestPark,urban,19,TABR,s,0,con
Barlow,rural,20,TABR,s,0,con
Lacamas,urban,20,TABR,s,0,con
McIver,rural,20,TABR,s,0,con
Riverview,urban,20,TABR,s,0,con
Riverview,urban,20,TABR,s,0,con
Lacamas,urban,21,TABR,s,0,con
Riverview,urban,21,TABR,s,0,con
Tryon,urban,21,TABR,s,0,con
Marquam,urban,22,TABR,s,0,con
Tryon,urban,23,TABR,s,0,con
Wildwood,rural,23,TABR,s,0,con
Barlow,rural,24,TABR,s,0,con
ForestPark,urban,24,TABR,s,0,con
Riverview,urban,24,TABR,s,0,con
Wildwood,rural,24,TABR,s,0,con
Barlow,rural,25,TABR,s,0,con
Marquam,urban,25,TABR,s,0,con
Riverview,urban,25,TABR,s,0,con
McIver,rural,26,TABR,s,0,con
Sandy,rural,26,TABR,s,0,con
Barlow,rural,27,TABR,s,0,con
Tryon,urban,27,TABR,s,0,con
Oxbow,rural,28,TABR,s,0,con
Tryon,urban,28,TABR,s,0,con
Lacamas,urban,29,TABR,s,0,con
Oxbow,rural,29,TABR,s,0,con
Tryon,urban,29,TABR,s,0,con
Barlow,rural,30,TABR,s,0,con
ForestPark,urban,30,TABR,s,0,con
Riverview,urban,30,TABR,s,0,con
Tryon,urban,30,TABR,s,0,con
Marquam,urban,31,TABR,s,0,con
McIver,rural,31,TABR,s,0,con
Tryon,urban,31,TABR,s,0,con
Marquam,urban,32,TABR,s,0,con
Oxbow,rural,32,TABR,s,0,con
Lacamas,urban,35,TABR,s,0,con
Marquam,urban,35,TABR,s,0,con
Oxbow,rural,35,TABR,s,0,con
Wildwood,rural,35,TABR,s,0,con
ForestPark,urban,36,TABR,s,0,con
Tryon,urban,36,TABR,s,0,con
Wildwood,rural,37,TABR,s,0,con
Oxbow,rural,38,TABR,s,0,con
Lacamas,urban,39,TABR,s,0,con
ForestPark,urban,40,TABR,s,0,con
Oxbow,rural,40,TABR,s,0,con
Tryon,urban,40,TABR,s,0,con
Wildwood,rural,40,TABR,s,0,con
McIver,rural,41,TABR,s,0,con
Lacamas,urban,43,TABR,s,0,con
Oxbow,rural,43,TABR,s,0,con
ForestPark,urban,45,TABR,s,0,con
Oxbow,rural,45,TABR,s,0,con
Oxbow,rural,46,TABR,s,0,con
Lacamas,urban,47,TABR,s,0,con
Marquam,urban,47,TABR,s,0,con
Oxbow,rural,47,TABR,s,0,con
Marquam,urban,48,TABR,s,0,con
Oxbow,rural,48,TABR,s,0,con
Sandy,rural,48,TABR,s,0,con
ForestPark,urban,49,TABR,s,0,con
Lacamas,urban,50,TABR,s,0,con
Marquam,urban,50,TABR,s,0,con
McIver,rural,51,TABR,s,0,con
Sandy,rural,53,TABR,s,0,con
McIver,rural,56,TABR,s,0,con
McIver,rural,57,TABR,s,0,con
McIver,rural,61,TABR,s,0,con
Wildwood,rural,61,TABR,s,0,con
McIver,rural,63,TABR,s,0,con
Wildwood,rural,67,TABR,s,0,con
Wildwood,rural,69,TABR,s,0,con
Wildwood,rural,74,TABR,s,0,con
McIver,rural,75,TABR,s,0,con
Sandy,rural,80,TABR,s,0,con
Sandy,rural,82,TABR,s,0,con
Sandy,rural,83,TABR,s,0,con
Wildwood,rural,83,TABR,s,0,con
Wildwood,rural,87,TABR,s,0,con
Wildwood,rural,88,TABR,s,0,con
Sandy,rural,95,TABR,s,0,con
Sandy,rural,111,TABR,s,0,con
Sandy,rural,122,TABR,s,0,con
Sandy,rural,128,TABR,s,0,con
Sandy,rural,136,TABR,s,0,con
Sandy,rural,141,TABR,s,0,con
Sandy,rural,159,TABR,s,0,con
Sandy,rural,176,TABR,s,0,con
Sandy,rural,181,TABR,s,0,con
Barlow,rural,1,THPL,s,0,con
Marquam,urban,1,THPL,s,0,con
Tryon,urban,1,THPL,s,0,con
Wildwood,rural,1,THPL,s,0,con
Barlow,rural,2,THPL,s,0,con
Riverview,urban,2,THPL,s,0,con
Barlow,rural,3,THPL,s,0,con
ForestPark,urban,3,THPL,s,0,con
McIver,rural,3,THPL,s,0,con
Wildwood,rural,3,THPL,s,0,con
Barlow,rural,4,THPL,s,0,con
Marquam,urban,4,THPL,s,0,con
Riverview,urban,4,THPL,s,0,con
Riverview,urban,4,THPL,s,0,con
Marquam,urban,5,THPL,s,0,con
McIver,rural,5,THPL,s,0,con
Riverview,urban,5,THPL,s,0,con
Marquam,urban,6,THPL,s,0,con
Riverview,urban,6,THPL,s,0,con
Barlow,rural,7,THPL,s,0,con
Lacamas,urban,7,THPL,s,0,con
Riverview,urban,7,THPL,s,0,con
ForestPark,urban,8,THPL,s,0,con
Lacamas,urban,8,THPL,s,0,con
Tryon,urban,8,THPL,s,0,con
Barlow,rural,10,THPL,s,0,con
Lacamas,urban,10,THPL,s,0,con
Marquam,urban,10,THPL,s,0,con
Oxbow,rural,10,THPL,s,0,con
Oxbow,rural,11,THPL,s,0,con
Barlow,rural,11,THPL,s,0,con
ForestPark,urban,11,THPL,s,0,con
Marquam,urban,11,THPL,s,0,con
Riverview,urban,11,THPL,s,0,con
ForestPark,urban,12,THPL,s,0,con
Lacamas,urban,12,THPL,s,0,con
McIver,rural,12,THPL,s,2,con
Oxbow,rural,12,THPL,s,0,con
Barlow,rural,13,THPL,s,0,con
ForestPark,urban,13,THPL,s,0,con
Lacamas,urban,13,THPL,s,0,con
Tryon,urban,13,THPL,s,0,con
Barlow,rural,14,THPL,s,0,con
ForestPark,urban,14,THPL,s,0,con
Lacamas,urban,14,THPL,s,0,con
Marquam,urban,14,THPL,s,0,con
ForestPark,urban,15,THPL,s,0,con
ForestPark,urban,15,THPL,s,0,con
McIver,rural,15,THPL,s,0,con
Riverview,urban,15,THPL,s,0,con
Tryon,urban,15,THPL,s,0,con
Barlow,rural,16,THPL,s,0,con
Tryon,urban,16,THPL,s,0,con
Lacamas,urban,17,THPL,s,0,con
McIver,rural,18,THPL,s,0,con
Oxbow,rural,18,THPL,s,0,con
Riverview,urban,18,THPL,s,0,con
Tryon,urban,18,THPL,s,0,con
Wildwood,rural,18,THPL,s,0,con
ForestPark,urban,19,THPL,s,0,con
Barlow,rural,20,THPL,s,0,con
Lacamas,urban,20,THPL,s,0,con
McIver,rural,20,THPL,s,0,con
Riverview,urban,20,THPL,s,0,con
Riverview,urban,20,THPL,s,0,con
Lacamas,urban,21,THPL,s,0,con
Riverview,urban,21,THPL,s,0,con
Tryon,urban,21,THPL,s,0,con
Marquam,urban,22,THPL,s,0,con
Tryon,urban,23,THPL,s,0,con
Wildwood,rural,23,THPL,s,0,con
Barlow,rural,24,THPL,s,0,con
ForestPark,urban,24,THPL,s,0,con
Riverview,urban,24,THPL,s,0,con
Wildwood,rural,24,THPL,s,0,con
Barlow,rural,25,THPL,s,0,con
Marquam,urban,25,THPL,s,0,con
Riverview,urban,25,THPL,s,1,con
McIver,rural,26,THPL,s,0,con
Sandy,rural,26,THPL,s,0,con
Barlow,rural,27,THPL,s,0,con
Tryon,urban,27,THPL,s,0,con
Oxbow,rural,28,THPL,s,0,con
Tryon,urban,28,THPL,s,0,con
Lacamas,urban,29,THPL,s,0,con
Oxbow,rural,29,THPL,s,0,con
Tryon,urban,29,THPL,s,0,con
Barlow,rural,30,THPL,s,0,con
ForestPark,urban,30,THPL,s,0,con
Riverview,urban,30,THPL,s,0,con
Tryon,urban,30,THPL,s,0,con
Marquam,urban,31,THPL,s,0,con
McIver,rural,31,THPL,s,0,con
Tryon,urban,31,THPL,s,0,con
Marquam,urban,32,THPL,s,0,con
Oxbow,rural,32,THPL,s,0,con
Lacamas,urban,35,THPL,s,0,con
Marquam,urban,35,THPL,s,0,con
Oxbow,rural,35,THPL,s,0,con
Wildwood,rural,35,THPL,s,0,con
ForestPark,urban,36,THPL,s,0,con
Tryon,urban,36,THPL,s,0,con
Wildwood,rural,37,THPL,s,0,con
Oxbow,rural,38,THPL,s,0,con
Lacamas,urban,39,THPL,s,0,con
ForestPark,urban,40,THPL,s,0,con
Oxbow,rural,40,THPL,s,0,con
Tryon,urban,40,THPL,s,0,con
Wildwood,rural,40,THPL,s,0,con
McIver,rural,41,THPL,s,0,con
Lacamas,urban,43,THPL,s,0,con
Oxbow,rural,43,THPL,s,0,con
ForestPark,urban,45,THPL,s,0,con
Oxbow,rural,45,THPL,s,0,con
Oxbow,rural,46,THPL,s,0,con
Lacamas,urban,47,THPL,s,0,con
Marquam,urban,47,THPL,s,0,con
Oxbow,rural,47,THPL,s,2,con
Marquam,urban,48,THPL,s,0,con
Oxbow,rural,48,THPL,s,0,con
Sandy,rural,48,THPL,s,0,con
ForestPark,urban,49,THPL,s,0,con
Lacamas,urban,50,THPL,s,0,con
Marquam,urban,50,THPL,s,0,con
McIver,rural,51,THPL,s,1,con
Sandy,rural,53,THPL,s,0,con
McIver,rural,56,THPL,s,0,con
McIver,rural,57,THPL,s,0,con
McIver,rural,61,THPL,s,0,con
Wildwood,rural,61,THPL,s,0,con
McIver,rural,63,THPL,s,0,con
Wildwood,rural,67,THPL,s,0,con
Wildwood,rural,69,THPL,s,0,con
Wildwood,rural,74,THPL,s,0,con
McIver,rural,75,THPL,s,0,con
Sandy,rural,80,THPL,s,0,con
Sandy,rural,82,THPL,s,0,con
Sandy,rural,83,THPL,s,0,con
Wildwood,rural,83,THPL,s,0,con
Wildwood,rural,87,THPL,s,0,con
Wildwood,rural,88,THPL,s,0,con
Sandy,rural,95,THPL,s,0,con
Sandy,rural,111,THPL,s,0,con
Sandy,rural,122,THPL,s,0,con
Sandy,rural,128,THPL,s,0,con
Sandy,rural,136,THPL,s,0,con
Sandy,rural,141,THPL,s,0,con
Sandy,rural,159,THPL,s,0,con
Sandy,rural,176,THPL,s,0,con
Sandy,rural,181,THPL,s,0,con
Barlow,rural,1,ACCI,s,0,dec
Marquam,urban,1,ACCI,s,0,dec
Tryon,urban,1,ACCI,s,0,dec
Wildwood,rural,1,ACCI,s,0,dec
Barlow,rural,2,ACCI,s,0,dec
Riverview,urban,2,ACCI,s,0,dec
Barlow,rural,3,ACCI,s,0,dec
ForestPark,urban,3,ACCI,s,0,dec
McIver,rural,3,ACCI,s,0,dec
Wildwood,rural,3,ACCI,s,0,dec
Barlow,rural,4,ACCI,s,0,dec
Marquam,urban,4,ACCI,s,0,dec
Riverview,urban,4,ACCI,s,0,dec
Riverview,urban,4,ACCI,s,0,dec
Marquam,urban,5,ACCI,s,0,dec
McIver,rural,5,ACCI,s,0,dec
Riverview,urban,5,ACCI,s,0,dec
Marquam,urban,6,ACCI,s,0,dec
Riverview,urban,6,ACCI,s,0,dec
Barlow,rural,7,ACCI,s,0,dec
Lacamas,urban,7,ACCI,s,0,dec
Riverview,urban,7,ACCI,s,0,dec
ForestPark,urban,8,ACCI,s,0,dec
Lacamas,urban,8,ACCI,s,0,dec
Tryon,urban,8,ACCI,s,0,dec
Barlow,rural,10,ACCI,s,0,dec
Lacamas,urban,10,ACCI,s,0,dec
Marquam,urban,10,ACCI,s,0,dec
Oxbow,rural,10,ACCI,s,1,dec
Oxbow,rural,11,ACCI,s,0,dec
Barlow,rural,11,ACCI,s,0,dec
ForestPark,urban,11,ACCI,s,0,dec
Marquam,urban,11,ACCI,s,0,dec
Riverview,urban,11,ACCI,s,0,dec
ForestPark,urban,12,ACCI,s,0,dec
Lacamas,urban,12,ACCI,s,0,dec
McIver,rural,12,ACCI,s,0,dec
Oxbow,rural,12,ACCI,s,0,dec
Barlow,rural,13,ACCI,s,0,dec
ForestPark,urban,13,ACCI,s,0,dec
Lacamas,urban,13,ACCI,s,0,dec
Tryon,urban,13,ACCI,s,0,dec
Barlow,rural,14,ACCI,s,0,dec
ForestPark,urban,14,ACCI,s,0,dec
Lacamas,urban,14,ACCI,s,0,dec
Marquam,urban,14,ACCI,s,2,dec
ForestPark,urban,15,ACCI,s,0,dec
ForestPark,urban,15,ACCI,s,0,dec
McIver,rural,15,ACCI,s,0,dec
Riverview,urban,15,ACCI,s,0,dec
Tryon,urban,15,ACCI,s,0,dec
Barlow,rural,16,ACCI,s,0,dec
Tryon,urban,16,ACCI,s,0,dec
Lacamas,urban,17,ACCI,s,0,dec
McIver,rural,18,ACCI,s,0,dec
Oxbow,rural,18,ACCI,s,0,dec
Riverview,urban,18,ACCI,s,0,dec
Tryon,urban,18,ACCI,s,0,dec
Wildwood,rural,18,ACCI,s,0,dec
ForestPark,urban,19,ACCI,s,0,dec
Barlow,rural,20,ACCI,s,0,dec
Lacamas,urban,20,ACCI,s,0,dec
McIver,rural,20,ACCI,s,0,dec
Riverview,urban,20,ACCI,s,0,dec
Riverview,urban,20,ACCI,s,0,dec
Lacamas,urban,21,ACCI,s,0,dec
Riverview,urban,21,ACCI,s,0,dec
Tryon,urban,21,ACCI,s,0,dec
Marquam,urban,22,ACCI,s,0,dec
Tryon,urban,23,ACCI,s,0,dec
Wildwood,rural,23,ACCI,s,0,dec
Barlow,rural,24,ACCI,s,0,dec
ForestPark,urban,24,ACCI,s,0,dec
Riverview,urban,24,ACCI,s,0,dec
Wildwood,rural,24,ACCI,s,0,dec
Barlow,rural,25,ACCI,s,0,dec
Marquam,urban,25,ACCI,s,0,dec
Riverview,urban,25,ACCI,s,0,dec
McIver,rural,26,ACCI,s,0,dec
Sandy,rural,26,ACCI,s,0,dec
Barlow,rural,27,ACCI,s,0,dec
Tryon,urban,27,ACCI,s,0,dec
Oxbow,rural,28,ACCI,s,0,dec
Tryon,urban,28,ACCI,s,0,dec
Lacamas,urban,29,ACCI,s,0,dec
Oxbow,rural,29,ACCI,s,0,dec
Tryon,urban,29,ACCI,s,0,dec
Barlow,rural,30,ACCI,s,0,dec
ForestPark,urban,30,ACCI,s,0,dec
Riverview,urban,30,ACCI,s,0,dec
Tryon,urban,30,ACCI,s,0,dec
Marquam,urban,31,ACCI,s,0,dec
McIver,rural,31,ACCI,s,0,dec
Tryon,urban,31,ACCI,s,0,dec
Marquam,urban,32,ACCI,s,0,dec
Oxbow,rural,32,ACCI,s,0,dec
Lacamas,urban,35,ACCI,s,1,dec
Marquam,urban,35,ACCI,s,0,dec
Oxbow,rural,35,ACCI,s,1,dec
Wildwood,rural,35,ACCI,s,0,dec
ForestPark,urban,36,ACCI,s,0,dec
Tryon,urban,36,ACCI,s,0,dec
Wildwood,rural,37,ACCI,s,0,dec
Oxbow,rural,38,ACCI,s,0,dec
Lacamas,urban,39,ACCI,s,0,dec
ForestPark,urban,40,ACCI,s,0,dec
Oxbow,rural,40,ACCI,s,0,dec
Tryon,urban,40,ACCI,s,0,dec
Wildwood,rural,40,ACCI,s,0,dec
McIver,rural,41,ACCI,s,0,dec
Lacamas,urban,43,ACCI,s,0,dec
Oxbow,rural,43,ACCI,s,0,dec
ForestPark,urban,45,ACCI,s,0,dec
Oxbow,rural,45,ACCI,s,0,dec
Oxbow,rural,46,ACCI,s,0,dec
Lacamas,urban,47,ACCI,s,0,dec
Marquam,urban,47,ACCI,s,0,dec
Oxbow,rural,47,ACCI,s,0,dec
Marquam,urban,48,ACCI,s,0,dec
Oxbow,rural,48,ACCI,s,0,dec
Sandy,rural,48,ACCI,s,0,dec
ForestPark,urban,49,ACCI,s,0,dec
Lacamas,urban,50,ACCI,s,0,dec
Marquam,urban,50,ACCI,s,0,dec
McIver,rural,51,ACCI,s,0,dec
Sandy,rural,53,ACCI,s,0,dec
McIver,rural,56,ACCI,s,0,dec
McIver,rural,57,ACCI,s,0,dec
McIver,rural,61,ACCI,s,0,dec
Wildwood,rural,61,ACCI,s,0,dec
McIver,rural,63,ACCI,s,0,dec
Wildwood,rural,67,ACCI,s,0,dec
Wildwood,rural,69,ACCI,s,3,dec
Wildwood,rural,74,ACCI,s,0,dec
McIver,rural,75,ACCI,s,0,dec
Sandy,rural,80,ACCI,s,0,dec
Sandy,rural,82,ACCI,s,0,dec
Sandy,rural,83,ACCI,s,0,dec
Wildwood,rural,83,ACCI,s,0,dec
Wildwood,rural,87,ACCI,s,0,dec
Wildwood,rural,88,ACCI,s,0,dec
Sandy,rural,95,ACCI,s,0,dec
Sandy,rural,111,ACCI,s,0,dec
Sandy,rural,122,ACCI,s,1,dec
Sandy,rural,128,ACCI,s,0,dec
Sandy,rural,136,ACCI,s,0,dec
Sandy,rural,141,ACCI,s,0,dec
Sandy,rural,159,ACCI,s,1,dec
Sandy,rural,176,ACCI,s,0,dec
Sandy,rural,181,ACCI,s,0,dec
Barlow,rural,1,ALRU,s,0,dec
Marquam,urban,1,ALRU,s,0,dec
Tryon,urban,1,ALRU,s,0,dec
Wildwood,rural,1,ALRU,s,0,dec
Barlow,rural,2,ALRU,s,0,dec
Riverview,urban,2,ALRU,s,0,dec
Barlow,rural,3,ALRU,s,0,dec
ForestPark,urban,3,ALRU,s,0,dec
McIver,rural,3,ALRU,s,0,dec
Wildwood,rural,3,ALRU,s,0,dec
Barlow,rural,4,ALRU,s,0,dec
Marquam,urban,4,ALRU,s,0,dec
Riverview,urban,4,ALRU,s,0,dec
Riverview,urban,4,ALRU,s,0,dec
Marquam,urban,5,ALRU,s,0,dec
McIver,rural,5,ALRU,s,0,dec
Riverview,urban,5,ALRU,s,0,dec
Marquam,urban,6,ALRU,s,0,dec
Riverview,urban,6,ALRU,s,0,dec
Barlow,rural,7,ALRU,s,1,dec
Lacamas,urban,7,ALRU,s,0,dec
Riverview,urban,7,ALRU,s,0,dec
ForestPark,urban,8,ALRU,s,0,dec
Lacamas,urban,8,ALRU,s,0,dec
Tryon,urban,8,ALRU,s,0,dec
Barlow,rural,10,ALRU,s,0,dec
Lacamas,urban,10,ALRU,s,0,dec
Marquam,urban,10,ALRU,s,0,dec
Oxbow,rural,10,ALRU,s,1,dec
Oxbow,rural,11,ALRU,s,0,dec
Barlow,rural,11,ALRU,s,0,dec
ForestPark,urban,11,ALRU,s,0,dec
Marquam,urban,11,ALRU,s,0,dec
Riverview,urban,11,ALRU,s,0,dec
ForestPark,urban,12,ALRU,s,0,dec
Lacamas,urban,12,ALRU,s,0,dec
McIver,rural,12,ALRU,s,3,dec
Oxbow,rural,12,ALRU,s,0,dec
Barlow,rural,13,ALRU,s,0,dec
ForestPark,urban,13,ALRU,s,0,dec
Lacamas,urban,13,ALRU,s,0,dec
Tryon,urban,13,ALRU,s,0,dec
Barlow,rural,14,ALRU,s,0,dec
ForestPark,urban,14,ALRU,s,0,dec
Lacamas,urban,14,ALRU,s,0,dec
Marquam,urban,14,ALRU,s,0,dec
ForestPark,urban,15,ALRU,s,0,dec
ForestPark,urban,15,ALRU,s,0,dec
McIver,rural,15,ALRU,s,6,dec
Riverview,urban,15,ALRU,s,0,dec
Tryon,urban,15,ALRU,s,0,dec
Barlow,rural,16,ALRU,s,0,dec
Tryon,urban,16,ALRU,s,0,dec
Lacamas,urban,17,ALRU,s,0,dec
McIver,rural,18,ALRU,s,0,dec
Oxbow,rural,18,ALRU,s,0,dec
Riverview,urban,18,ALRU,s,0,dec
Tryon,urban,18,ALRU,s,0,dec
Wildwood,rural,18,ALRU,s,1,dec
ForestPark,urban,19,ALRU,s,0,dec
Barlow,rural,20,ALRU,s,0,dec
Lacamas,urban,20,ALRU,s,0,dec
McIver,rural,20,ALRU,s,0,dec
Riverview,urban,20,ALRU,s,0,dec
Riverview,urban,20,ALRU,s,0,dec
Lacamas,urban,21,ALRU,s,0,dec
Riverview,urban,21,ALRU,s,0,dec
Tryon,urban,21,ALRU,s,0,dec
Marquam,urban,22,ALRU,s,0,dec
Tryon,urban,23,ALRU,s,0,dec
Wildwood,rural,23,ALRU,s,0,dec
Barlow,rural,24,ALRU,s,0,dec
ForestPark,urban,24,ALRU,s,0,dec
Riverview,urban,24,ALRU,s,0,dec
Wildwood,rural,24,ALRU,s,0,dec
Barlow,rural,25,ALRU,s,0,dec
Marquam,urban,25,ALRU,s,0,dec
Riverview,urban,25,ALRU,s,0,dec
McIver,rural,26,ALRU,s,0,dec
Sandy,rural,26,ALRU,s,0,dec
Barlow,rural,27,ALRU,s,0,dec
Tryon,urban,27,ALRU,s,0,dec
Oxbow,rural,28,ALRU,s,0,dec
Tryon,urban,28,ALRU,s,0,dec
Lacamas,urban,29,ALRU,s,0,dec
Oxbow,rural,29,ALRU,s,0,dec
Tryon,urban,29,ALRU,s,0,dec
Barlow,rural,30,ALRU,s,0,dec
ForestPark,urban,30,ALRU,s,0,dec
Riverview,urban,30,ALRU,s,0,dec
Tryon,urban,30,ALRU,s,0,dec
Marquam,urban,31,ALRU,s,0,dec
McIver,rural,31,ALRU,s,0,dec
Tryon,urban,31,ALRU,s,0,dec
Marquam,urban,32,ALRU,s,0,dec
Oxbow,rural,32,ALRU,s,0,dec
Lacamas,urban,35,ALRU,s,1,dec
Marquam,urban,35,ALRU,s,0,dec
Oxbow,rural,35,ALRU,s,0,dec
Wildwood,rural,35,ALRU,s,0,dec
ForestPark,urban,36,ALRU,s,0,dec
Tryon,urban,36,ALRU,s,0,dec
Wildwood,rural,37,ALRU,s,0,dec
Oxbow,rural,38,ALRU,s,0,dec
Lacamas,urban,39,ALRU,s,0,dec
ForestPark,urban,40,ALRU,s,0,dec
Oxbow,rural,40,ALRU,s,0,dec
Tryon,urban,40,ALRU,s,0,dec
Wildwood,rural,40,ALRU,s,0,dec
McIver,rural,41,ALRU,s,0,dec
Lacamas,urban,43,ALRU,s,0,dec
Oxbow,rural,43,ALRU,s,0,dec
ForestPark,urban,45,ALRU,s,0,dec
Oxbow,rural,45,ALRU,s,1,dec
Oxbow,rural,46,ALRU,s,4,dec
Lacamas,urban,47,ALRU,s,0,dec
Marquam,urban,47,ALRU,s,0,dec
Oxbow,rural,47,ALRU,s,0,dec
Marquam,urban,48,ALRU,s,0,dec
Oxbow,rural,48,ALRU,s,0,dec
Sandy,rural,48,ALRU,s,1,dec
ForestPark,urban,49,ALRU,s,0,dec
Lacamas,urban,50,ALRU,s,0,dec
Marquam,urban,50,ALRU,s,0,dec
McIver,rural,51,ALRU,s,0,dec
Sandy,rural,53,ALRU,s,0,dec
McIver,rural,56,ALRU,s,0,dec
McIver,rural,57,ALRU,s,0,dec
McIver,rural,61,ALRU,s,0,dec
Wildwood,rural,61,ALRU,s,0,dec
McIver,rural,63,ALRU,s,0,dec
Wildwood,rural,67,ALRU,s,0,dec
Wildwood,rural,69,ALRU,s,0,dec
Wildwood,rural,74,ALRU,s,0,dec
McIver,rural,75,ALRU,s,0,dec
Sandy,rural,80,ALRU,s,1,dec
Sandy,rural,82,ALRU,s,0,dec
Sandy,rural,83,ALRU,s,0,dec
Wildwood,rural,83,ALRU,s,1,dec
Wildwood,rural,87,ALRU,s,1,dec
Wildwood,rural,88,ALRU,s,0,dec
